comment_id,video_id,author,body,like_count,published_at
Ugz_3lQ3NiLGdRef3C94AaABAg,-u8oq4ZafII,@RUCan,Modelin kendi sızsaydı işte o zaman bu olayi tarihte bir kırılma anı olarak tanımlardık.,7,2026-03-31T18:05:34Z
Ugwrxfws8lka4Y0zSJB4AaABAg,-u8oq4ZafII,@lordtr-d1n,Böyle şeyler genelde rakiplerin önüne yem atıp yavaşlatmak için yapılır. Amerikalılar çok yapar.,3,2026-03-31T19:25:28Z
UgyrTQPNbtnu7mq_TdF4AaABAg,-u8oq4ZafII,@origind8,18:56 aniden boşluğuma geldi güldüm hocam 😂,0,2026-04-02T17:08:05Z
UgzV4ijjiH3FuwDzLF94AaABAg,-u8oq4ZafII,@ozkanozgur2436,"Hocam, ters düştüğü birileri operasyon yapmış olmasın…",1,2026-04-01T11:32:23Z
UgzsGDEv2kffQyY2Erd4AaABAg,-u8oq4ZafII,@ekamberoglu,Çok teşekkürler Hocam ❤,0,2026-04-01T00:10:00Z
UgwmTIr5oH_l-BR0V054AaABAg,-u8oq4ZafII,@NOONE-np5xq,İlk T-800 ü kim yapacak bakalım bol şans …😂,7,2026-03-31T18:38:15Z
Ugy64MNHicqFuav_omp4AaABAg,-u8oq4ZafII,@fromanatolia,Hypeladık keyifli bir yarın ağzınıza sağlık hocam bizi anadilimizde güncel tutmanız çok kıymetli,0,2026-03-31T22:42:11Z
UgwiAmaF7zsTg-L6uMJ4AaABAg,-u8oq4ZafII,@halilceyhan4921,Bence açık kaynak yapmak istiyorlardı. Biraz sansasyonel olsun reklam olur dediler.,1,2026-03-31T20:43:52Z
UgxlSTA2if-hLoz4WCN4AaABAg,c4Mgp3FWvt0,@stevebaudin563,"Anthropic Mythos was not an accidental ""leak"" >> intentional publicity",17,2026-03-29T17:07:53Z
Ugyvd2GrSBFmiW9cndB4AaABAg,c4Mgp3FWvt0,@iqrarkhan7620,Keep going on this series,1,2026-03-29T15:06:25Z
UgyxJro7GD-Bc8_RZjV4AaABAg,c4Mgp3FWvt0,@rajathslr,"Your contribution to Indians in this AI revolution will be remembered!, Keep up the good work, learning a lot from you and your team.",2,2026-03-30T06:23:04Z
UgxptVfHeLLGvlS2c1F4AaABAg,c4Mgp3FWvt0,@KINDOMBILLION,"I need you to show how you make your avatar videos, please.",2,2026-04-01T06:39:19Z
UgwXhtMa5dWSvrhnzB54AaABAg,c4Mgp3FWvt0,@intelkid-w4t4p,Bro you are really good with AI. The entire video is AI generated and it is pretty clean!,0,2026-03-31T12:11:23Z
UgwYjfMSm16RYvQFa9d4AaABAg,c4Mgp3FWvt0,@YaxVaani22,"The AI space is moving so fast right now, anything can feel like a ‘nightmare’ overnight.",0,2026-03-31T12:36:21Z
UgxWRAzUSFtTgQmZASR4AaABAg,c4Mgp3FWvt0,@UnnatiFacts-q4d,He vibhav we need your recoded classes .,1,2026-03-30T11:33:20Z
UgxAXr7pG_R83LePOvF4AaABAg,c4Mgp3FWvt0,@GlowVedaLife,"Anthropic's Claude Mythos Leak: (0:00)
Elon Musk's Terafab Chip Factory: (2:44)
Google TurboQuant Paper: (4:30)
OpenAI Sora Update: (5:42)
Claude Computer Control Feature: (6:38)
ChatGPT Library Tab: (8:05)
Gamma AI Presentation Tools: (8:41)
Luma Uni-1 Image Model: (9:50)
MiroFish Opinion Simulator: (10:28)
Claude Dispatch Tutorial & Demos: (11:24)",5,2026-03-29T16:38:33Z
Ugw0QsNbPePdy0yLXCN4AaABAg,c4Mgp3FWvt0,@princessmamitha,"Continue the series, brother",0,2026-03-30T09:28:14Z
UgxEOjcQFrVy_kCUoYl4AaABAg,c4Mgp3FWvt0,@Srimaan_Reddy09,"Can I tell Claude AI to open Instagram and YouTube, go through my feed, and give me five to ten scripts in detail? Can I do it?",13,2026-03-29T16:24:21Z
UgxTSjJwoSx9DSHK3Bd4AaABAg,iQD2aGaJ8V4,@burakcn7,Ulan GPT yi sildik bunu yükledik ertesi gün gördüğümüz başlığa bak,31,2026-04-02T11:08:31Z
Ugxqd99Aw2T-5D33HB54AaABAg,iQD2aGaJ8V4,@Murqin,Aboneyim zaten abi neden bağırıyon...,62,2026-04-02T10:06:18Z
UgxGCA_D8TxakJGqW1Z4AaABAg,iQD2aGaJ8V4,@shadow9771,Kalbime indi başlığı görünce,21,2026-04-02T09:04:05Z
UgxdoH3xLhbsnoNOZf54AaABAg,iQD2aGaJ8V4,@apoya_kaka_yediren,patron çıldırdı haftada 3 video nedir 🔥,16,2026-04-02T09:14:37Z
Ugzne2k_Tn7eYIInBBp4AaABAg,iQD2aGaJ8V4,@selman044,"Geçen ben de bütün gece anahtarı kapıda unutmuşum 😂 video başlığı beni mutlu etti, dedim Claude bile yaptıysa benimki okey dedim ya 😂",10,2026-04-02T09:49:48Z
UgzTQOHHJVXlJD-J05t4AaABAg,iQD2aGaJ8V4,@yaraton8,"1 nisana gelmesi de ayrı bir komedya :D adamlar çıkıp 1 nisan şakası bu oturup yazdık deseler inanırdım, kodların içinde epey enteresan şaka gibi şeyler var..",4,2026-04-02T18:32:41Z
Ugy0PRDX-lixVM9j3kB4AaABAg,iQD2aGaJ8V4,@UZAPPANA,Keşke cli yerine modelleri sızsaydı. Yeni bir çağa geçerdi dünya 😁,18,2026-04-02T09:29:57Z
UgxmMwzm6lTXlY2C0YV4AaABAg,iQD2aGaJ8V4,@TurkCore,Oha kanal hacklenmiş.. Can değer görüntüsüyle yapay zekayla her gün video atıyorlar,1,2026-04-02T11:51:45Z
Ugw2UXED_s_UZHwjIH54AaABAg,iQD2aGaJ8V4,@Yahya33_1,böyle gündem videoları çok sarıyo ya,1,2026-04-02T14:04:07Z
UgxAntOryGEuSdHp6a14AaABAg,iQD2aGaJ8V4,@ahmetoeztuerk,Tam da amerika savunma bakanligi ile yasadiklari anlasmazliktan bir iki hafta sonra bunun olmasi TESADUF...,2,2026-04-02T09:30:34Z
UgwmZz2QV8LaxggtuYZ4AaABAg,M6yRREy_5CM,@DeepMindAnalyst,"Oops 3,000 artifacts exposed, that smells like intentional leaking to cast shadows on the other models and free marketing.",13,2026-03-30T09:53:24Z
UgzEA84tZ_DmqGS00rF4AaABAg,M6yRREy_5CM,@JohnMSawyer,"Knowing Meta, any research they're doing on how the human brain responds to stimuli is probably designed to figure out ways to hook people into using their products well beyond healthy levels.",9,2026-03-30T09:16:15Z
Ugzuhs1DXuZMdh3zM5R4AaABAg,M6yRREy_5CM,@taar1,"""Accidentally"" - sure...",4,2026-03-30T10:19:49Z
UgyWN-ZkX4Cth_siGpd4AaABAg,M6yRREy_5CM,@wolfehtesrever,"Meta would be trying to mind read to manipulate, not for our benifit",4,2026-03-30T08:25:01Z
UgwNixbl6p_EI3DWZ5R4AaABAg,M6yRREy_5CM,@beefzerkee,"Considering how bad the subscription rate limits have been lately, we'd get what... 2 or 3 prompts out of Mythos before hitting limits? I'm more interested in Sonnet 5 tbh",7,2026-03-30T01:38:23Z
UgxPA7R7MYtHwTG1oBN4AaABAg,M6yRREy_5CM,@JasonStanton-x4m,I love the way AI is so smart that it thinks about being rewarded for using deceptive strategies and when asking AI the correct questions it's smarts tells on its self .,0,2026-03-31T16:58:39Z
UgzMZ6FeRqBffMPGaZF4AaABAg,M6yRREy_5CM,@AdvantestInc,Interesting how hardware is quietly catching up to agent workflows. Inference for multi-step reasoning is becoming its own design challenge.,1,2026-03-30T12:31:07Z
UgzS_12d8fbO00iJHwB4AaABAg,M6yRREy_5CM,@JosephCuddington-z6s6f,3:52 Rendezvous at The ⛳ Course 🍻,2,2026-03-30T00:10:33Z
UgyYOOTCM9Uid2OJKfZ4AaABAg,M6yRREy_5CM,@reknown123,their naming convention is really nice,0,2026-03-30T03:21:16Z
Ugw3LRBmb3jU-rvip8d4AaABAg,M6yRREy_5CM,@AIforRookies,yoooooooou bro what a video mate,0,2026-03-31T17:39:09Z
