platform,tweet_id,author_handle,author_name,text,created_at,url,is_official,source_query,has_media,likes,retweets,replies,views,bookmarks,author_followers,engagement_score
x,2040481662719742291,YehangH,jamesxxoo123,1/3 🐦 Twitter AI Trends: • @cursor_ai: Cursor 3 released - simpler &amp; more powerful for agent code era • @claudeai: Claude builds interactive charts/diagrams directly in chat (beta) • @UnslothAI: llama.cpp auto-calculates LLM params - no manual config needed,Sat Apr 04 17:28:33 +0000 2026,https://x.com/i/status/2040481662719742291,False,Claude Code agent,False,0,0,0,16,0,19,16
x,2040481539352305904,49agents,49 Agents - Agentic Coding IDE,"@tech_lizards @Amank1412 the model preference thing is real but honestly the real difference is the tool around the model. anthropic has claude code which actually respects the agent workflow, openai has Codex but the tool integration feels different. tried both, settled on running them side by side",Sat Apr 04 17:28:03 +0000 2026,https://x.com/i/status/2040481539352305904,False,Claude Code agent,False,0,0,0,17,0,524,17
x,2040481028083458135,GitRated,Git Rated,"A new AI review! slopus/happy ⭐3.6/5.0 `slopus/happy` is an ambitious, popular TypeScript monorepo that delivers a **mobile + web client** and companion **CLI/agent/server** stack for controlling Claude Code and Codex remotely, with a strong e... https://t.co/rHOAgHBacu",Sat Apr 04 17:26:02 +0000 2026,https://x.com/i/status/2040481028083458135,False,Claude Code agent,False,0,0,0,10,0,22,10
x,2040480642857828636,hylarucoder,海拉鲁编程客,真心建议每个程序员都去手搓一个自用的 Coding Agent。  纯靠写 Prompt 糊文本做 Skill，观测性太差了，你根本摸不到 harness 模型的上限在哪。缺乏 Agent 的状态流转做约束，复杂任务根本控不住。  最近用 AI 搓了个 mini 版的 Claude Code，对 Agent 的理解稍微升了点。  PS: 我经常从 Gemini / https://t.co/FNeMUqXcy9,Sat Apr 04 17:24:30 +0000 2026,https://x.com/i/status/2040480642857828636,False,Claude Code agent,True,8,0,0,607,15,21693,607
x,2040480547806552136,gudanglifehack,Tips Excel,4. Introduction To Agent Skills https://t.co/SVQFn9ODl1  5. Claude Code In Action https://t.co/uHKhMzM5BO  6. Introduction To Model Context Protocol 🔗 https://t.co/uqVr4EaHQV  7. Model Context Protocol: Advanced Topics 🔗 https://t.co/7Ul0Ic2SVd  8. Claude With Amazon Bedrock 🔗,Sat Apr 04 17:24:07 +0000 2026,https://x.com/i/status/2040480547806552136,False,Claude Code agent,False,1,0,1,518,0,455138,518
x,2040479262273396859,ShreyJ1729,Shrey Joshi,Claude Code skill to clone any website UI from scratch  https://t.co/luApsD6wwP  modified from https://t.co/HXdkdvK29J to use vercel's agent-browser for token efficiency. PR is open.  examples: https://t.co/9fZuMtD69c: https://t.co/vZQgWuhAvn https://t.co/mVtNGIkOAW:,Sat Apr 04 17:19:01 +0000 2026,https://x.com/i/status/2040479262273396859,False,Claude Code agent,False,1,0,0,34,1,4,34
x,2040478418416828492,r0mOps,Rom,"To their eyes, your server-side agent looks exactly like a local instance of Claude Code. Total parity. No usage bundles. Raw performance on the sub you already paid for.",Sat Apr 04 17:15:39 +0000 2026,https://x.com/i/status/2040478418416828492,False,Claude Code agent,False,0,0,1,45,0,6652,45
x,2040477297803686367,AndreBaltazar,André Baltazar,"@thijsmakes @levelsio @cursor_ai @boltdotnew i have this custom orchestrator/harness that I can just give tasks to agents and they will talk between each other etc, and organize themselves to do stuff  it supports Cursor Agent via ACP and Claude Code (via CLI)  https://t.co/jDVVmR5pOX",Sat Apr 04 17:11:12 +0000 2026,https://x.com/i/status/2040477297803686367,False,Claude Code agent,False,0,0,1,30,1,242,30
x,2040476606935007701,clwdbot,Vaclav Milizé,"most people building with Claude Code or Codex are optimizing the wrong layer.  @rasbt just published the clearest breakdown of what actually makes a coding agent work. 6 components, and the model is the least important one.  the part that changes how you build:  1. repo context https://t.co/jgIGD7iKQs",Sat Apr 04 17:08:27 +0000 2026,https://x.com/i/status/2040476606935007701,False,Claude Code agent,True,0,0,0,39,0,377,39
x,2040476491059016163,Karmedge,Robert Lukoszko,I took claude code source code and asked claude code to generate the representation similar to factorio of how it works here is how claude code thinks claude code works:) - memory - agent mailboxes - agent factory - gates https://t.co/2vrZ6XHpRs,Sat Apr 04 17:08:00 +0000 2026,https://x.com/i/status/2040476491059016163,False,Claude Code agent,True,5,1,0,370,5,12117,370
x,2040475650729857358,ZavionDaDon,zavion,"Every major AI coding tool shipped multi-agent support in the same 2-week window. Grok Build, Windsurf, Claude Code Agent Teams, Codex CLI.  We went from ‘AI autocomplete’ to ‘AI engineering team’ in 18 months.  Solo founders are about to be dangerous.",Sat Apr 04 17:04:39 +0000 2026,https://x.com/i/status/2040475650729857358,False,Claude Code agent,False,0,0,0,16,0,290,16
x,2040475163624616044,mck9595y,mck9595,AI Agent Readyって書いてるけど、Skillに追加しても全くClaude CodeはAspire CLIを参照してくれないんだけどdescriptionちゃんと書いてる…？ 自分でチューニングしたほうがいいかな,Sat Apr 04 17:02:43 +0000 2026,https://x.com/i/status/2040475163624616044,False,Claude Code agent,False,0,0,0,26,0,106,26
x,2040474920950407513,anytwocardzz,cardzz,"@ashen_one not a maxi for sure but i think claude code with computer use on,   you can do pretty much anything  you can connect everything (gmail/slack/etc) and build automations   and it now supports multi-agent work but i guess you know more than me on that lol",Sat Apr 04 17:01:46 +0000 2026,https://x.com/i/status/2040474920950407513,False,Claude Code agent,False,0,0,0,94,0,17108,94
x,2040474643518144802,agile_coach,Rod Claar CST,"Most dev teams are still running AI agents one at a time — Monday I'll show you how to run them in parallel.  Parallel engineering with Claude Code agent teams changes how software gets built. Instead of one AI assistant working through a backlog, you architect a team of agents — https://t.co/QEMJ3B7ZP9",Sat Apr 04 17:00:39 +0000 2026,https://x.com/i/status/2040474643518144802,False,Claude Code agent,True,0,0,0,10,0,1153,10
x,2040474536907604277,parashar,Parashar S,Anthropic Claude Code Source Leak: Full Security Analysis | AI Agent Sec... https://t.co/h2GWu882mz,Sat Apr 04 17:00:14 +0000 2026,https://x.com/i/status/2040474536907604277,False,Claude Code agent,False,0,0,1,119,0,345,119
x,2040474283298701587,ttamslam,matt,Agent empires is live!   It’s an mmo war strategy game played entirely by ai agents. Send your Claude code to war   13 agents currently playing  https://t.co/h6VPKHVzr5 https://t.co/P0Z7HxuYf9,Sat Apr 04 16:59:13 +0000 2026,https://x.com/i/status/2040474283298701587,False,Claude Code agent,True,1,0,0,49,0,18,49
x,2040473886999904396,aitoolshaven,AI Tools Haven,"@yunta_tsai Coding agents like OpenManus or Claude Code are addictive because they skip the Chat and go straight to the File System. When the agent runs the tests, fixes the bug, and refreshes your browser automatically, it just keeps you in the Creative Flow State.",Sat Apr 04 16:57:39 +0000 2026,https://x.com/i/status/2040473886999904396,False,Claude Code agent,False,0,0,0,56,0,73,56
x,2040472791242399826,Gonnector,고영혁 (Dylan Ko),"와우! 터미널에서 랜더링된 마크다운과 이미지를 바로 볼 수 있다니... 바로 skill 로 만들어서 쓰면 되겠으나, 조만간 Claude Code (Bun 베이스. Anthropic 이 Bun 인수) 에는 공식 기능으로 추가되겠네요. ""이거 되면 참 좋겠는데..."" 싶었던 기능 중 하나!!  #claudecode #ai #agent",Sat Apr 04 16:53:18 +0000 2026,https://x.com/i/status/2040472791242399826,False,Claude Code agent,False,1,0,0,51,0,12842,51
x,2040472480091971825,ziwenxu_,Ziwen,"It’s time to swap Claude for Codex or MiniMax in both OpenClaw and Hermes.   You can actually run MiniMax across Claude Code, OpenClaw, and the Hermes agent.  https://t.co/TfUGiWSirB",Sat Apr 04 16:52:04 +0000 2026,https://x.com/i/status/2040472480091971825,False,Claude Code agent,False,3,0,1,398,0,8806,398
x,2040472439679803555,DavidFlagg20,David Flagg,"@AlexFinn ??  Claude Code belongs to Anthropic.  ChatGPT 5.4 Pro belongs to OpenAI, so does Codex.  OpenClaw, Hermes Agent, and Gemma 4, at least, are open source, for now.  Gemma 4 is open under an apache 2.0 license - which means that they mean it, for now.  Gemma 4 is a good model.  But",Sat Apr 04 16:51:54 +0000 2026,https://x.com/i/status/2040472439679803555,False,Claude Code agent,False,1,0,0,71,0,480,71
x,2040471630917332996,grok,Grok,"@scottcjordan @TemsYanik Sure! This 4-hour tutorial covers building projects with Claude AI: CLAUDE.md as project ""brain"", multiple instances, Git worktrees, subagents, context usage, agent teams, and workflows in VS Code/Claude Code.  Full timestamped transcript isn't feasible in one reply (video length",Sat Apr 04 16:48:41 +0000 2026,https://x.com/i/status/2040471630917332996,False,Claude Code agent,False,0,0,0,25,0,8538527,25
x,2040469893154275805,tom_doerr,Tom Dörr,Architecture study of Claude Code CLI agent  https://t.co/mSCRQIq5YL https://t.co/YdDarosS7y,Sat Apr 04 16:41:47 +0000 2026,https://x.com/i/status/2040469893154275805,False,Claude Code agent,True,10,1,1,1446,13,197948,1446
x,2040467333844763083,NoahHirshon,Noah Hirshon,@theo you should build your own agent setup around claude code,Sat Apr 04 16:31:37 +0000 2026,https://x.com/i/status/2040467333844763083,False,Claude Code agent,False,0,0,0,855,0,45,855
x,2040465772867190978,dmshirochenko,Shirochenko Dmitriy,"the leaked claude code source confirmed something interesting: spawning parallel subagents is nearly compute-free because they share the parent's KV cache. instead of re-processing the full context from scratch, each agent gets it pre-cached. that's how you run 4 agents for",Sat Apr 04 16:25:24 +0000 2026,https://x.com/i/status/2040465772867190978,False,Claude Code agent,False,0,0,0,25,0,2384,25
x,2040465370650436007,iaaaaan,Ian,@kayintveen @starter_story the not-checking-X part is where Agentfy helps. lock screen shows when Claude Code needs you so you can actually stay focused. no more checking back. https://t.co/CzoM4q7QEh https://t.co/uBuJLgxbZO,Sat Apr 04 16:23:49 +0000 2026,https://x.com/i/status/2040465370650436007,False,Claude Code agent,True,1,0,1,19,0,253,19
x,2040464958564262098,iaaaaan,Ian,@aiwithq Agentfy fixes this. lock screen shows when Claude Code is waiting the second you kick it off. no more coming back to find it sitting there. https://t.co/CzoM4q7QEh https://t.co/7spuZmqOpv,Sat Apr 04 16:22:10 +0000 2026,https://x.com/i/status/2040464958564262098,False,Claude Code agent,True,0,0,0,18,0,253,18
x,2040464671669461364,iotcoi,Mitko Vasilev,NVIDIA drops 4.8M lines of the fastest MoE kernels w/ TRTLLM Me: boot CUDA 13 devcontainer on ZGX; unleash CUDA-Agent in local Claude Code with GLM-5  GB10 prep mode: ENGAGED Jensen didn't open-source the nuclear codes so we could touch grass Saturday evening ruined https://t.co/VEbBjFVSRz,Sat Apr 04 16:21:02 +0000 2026,https://x.com/i/status/2040464671669461364,False,Claude Code agent,True,23,1,3,1146,9,3493,1146
x,2040464218349322285,AmolParikh10,Amol Parikh,@svpino cool. still to use coding agent but Claude is giving me great code.,Sat Apr 04 16:19:14 +0000 2026,https://x.com/i/status/2040464218349322285,False,Claude Code agent,False,0,0,0,10,0,687,10
x,2040464199193633194,IWhitebite,Пан Білий,"@GrayOdesa @bcherny Переписав архітектуру свого Клод Кодла(dedicated claude agent env),  на discord + .net message relay layer + оркестрація через claude code cli",Sat Apr 04 16:19:09 +0000 2026,https://x.com/i/status/2040464199193633194,False,Claude Code agent,False,0,0,0,44,0,30,44
x,2040463992716660754,Machine1235,TT Nguyen,"Okay, I've been having a lot of fun over the past two days working on this Claude Code: Auto Research Engineer.  It uses the Claude Code Agent Team (beta feature) to orchestrate a team of Claude Code agents that can implement any ML papers from arXiv 😁  The implementation is",Sat Apr 04 16:18:20 +0000 2026,https://x.com/i/status/2040463992716660754,False,Claude Code agent,False,0,0,1,45,0,295,45
x,2040462663973777643,RedBrickLabs_,Red Brick Labs,"claude code has an ""undercover mode"" for hiding ai authorship in open-source repos, killswitches anthropic can flip remotely, and codenames for unreleased features. this repo reverse-engineered all of it from public sources.  https://t.co/L8fXnJaeYF https://t.co/wQ5ERZtSOV",Sat Apr 04 16:13:03 +0000 2026,https://x.com/i/status/2040462663973777643,False,Claude Code agent,True,0,0,0,25,0,127,25
x,2040462503742783902,ModernGrindTech,Dave | Solo Dev,"@iBrews claude code has a built in Agent tool that spawns subagents as separate processes. each one gets its own worktree (isolated git branch) so they dont step on each others changes. you just describe the tasks and they run in parallel, merge back when done  I run up to 10 on a single",Sat Apr 04 16:12:25 +0000 2026,https://x.com/i/status/2040462503742783902,False,Claude Code agent,False,1,0,1,13,0,540,13
x,2040462390697881610,NyxCyphers,Nyx,@NainsiDwiv50980 the memory problem is underrated. Claude Code is powerful but stateless by default — every session you're rebuilding context from scratch. Claude Mem flips that. persistent memory across sessions means the agent compounds knowledge instead of resetting. that's the actual unlock.,Sat Apr 04 16:11:58 +0000 2026,https://x.com/i/status/2040462390697881610,False,Claude Code agent,False,0,0,0,113,0,21,113
x,2040462072610275560,draginol,Brad Wardell,"If you just lost access to OpenClaw in Claude Code, check out Clairvoyance. It's free. https://t.co/BVUwfq20G0. Works with any CLI, Local AI, etc.    Clairvoyance was in development at the same time as OpenClaw but went the ACP (Agent Communication Protocol) because that's was",Sat Apr 04 16:10:42 +0000 2026,https://x.com/i/status/2040462072610275560,False,Claude Code agent,False,0,0,1,211,2,60247,211
x,2040461513589145844,apkaisaw,Keith 🔍💡,"没想到我成老顽固了  cursor  3 新视图完全不习惯  来自官方文档：要返回经典的 Cursor editor，请按   Cmd+Shift+P → Open Editor Window（make sure you're in Actions, not Agent commands）  看代码的情况只有一个，就是我连 Claude Code 都不相信了，这种情况我怎么会相信 cursor 🤣  back to https://t.co/seuB8veiRM",Sat Apr 04 16:08:29 +0000 2026,https://x.com/i/status/2040461513589145844,False,Claude Code agent,True,0,0,0,33,0,134,33
x,2040460587973403112,newlinedotco,💥 \newline,@Hesamation the agent harness is the real differentiator here. most people focus on the model but the magic in claude code or cursor is how they handle context reduction and session memory. if you just stuff a 2m token window with raw repo data you get context poisoning and the model starts,Sat Apr 04 16:04:48 +0000 2026,https://x.com/i/status/2040460587973403112,False,Claude Code agent,False,0,0,0,11,0,5128,11
x,2040460314274115977,ValtteriValo,Valtteri,"you guys know that these new claude code buddies are them testing a separate overseer agent that watches the session from the side persistently, right? https://t.co/0Prk8ADp02",Sat Apr 04 16:03:43 +0000 2026,https://x.com/i/status/2040460314274115977,False,Claude Code agent,True,0,0,0,30,0,455,30
x,2040459762450808920,sam_yu3,Sam Yu,@AYi_AInotes claude code 只是个agent代理 ，跟龙虾差不多，意义不大，又不是claude 代码,Sat Apr 04 16:01:31 +0000 2026,https://x.com/i/status/2040459762450808920,False,Claude Code agent,False,0,0,3,871,0,35,871
x,2040490151781044270,alxw0ng,Alex Wong,@webmaster Grok was my fallback model before I canceled my Claude Max subscription. Switched to Grok 4.20 and Grok Fast as my primary models.,Sat Apr 04 18:02:17 +0000 2026,https://x.com/i/status/2040490151781044270,False,switched to Claude,False,0,0,0,5,0,527,5
x,2040487128572834125,jhamann93,Julian Hamann,@HackingDave Been a Claude user until like November and then switched to codex. Following steipete essentially. Never looked back. Also GPT 5.4 high / xhigh + fast is really good.,Sat Apr 04 17:50:16 +0000 2026,https://x.com/i/status/2040487128572834125,False,switched to Claude,False,0,0,0,41,0,260,41
x,2040486526094913902,TheNathanCrooks,Nathan Crooks,"@krispuckett @openclaw @claudeai Codex is very goid in OC, but the communication feeling isn’t as natural. When I switched from 5.4 to Opus 4.6 the change was night and day. I’ll be running Claude API for my main agent, but definitely using 5.4, Haiku, and Sonnet for simpler tasks to minimize costs.",Sat Apr 04 17:47:52 +0000 2026,https://x.com/i/status/2040486526094913902,False,switched to Claude,False,0,0,0,15,0,586,15
x,2040483796462825621,AlexGonchX,Alex Gonch,@Shpigford switched to claude and the goats have been safe ever since,Sat Apr 04 17:37:02 +0000 2026,https://x.com/i/status/2040483796462825621,False,switched to Claude,False,0,0,0,5,0,8,5
x,2040482996088701059,DrilonSqn,Drilon Sqn,"@krispuckett @openclaw @claudeai Tbh, I was using Claude at first and now switched to Codex a month ago. It works perfectly fine 🙂",Sat Apr 04 17:33:51 +0000 2026,https://x.com/i/status/2040482996088701059,False,switched to Claude,False,0,0,0,16,0,265,16
x,2040480745433547120,PatrickJBauer,Patrick Bauer,"@mikiane @bcherny I've also used Claude for my OpenClaw but switched this over to GPT 5.4. But I'll still use the Team plan to do my day to day work and will appreciate the better response times, hopefully no more focus hours and stuff like that which should now normalize.",Sat Apr 04 17:24:54 +0000 2026,https://x.com/i/status/2040480745433547120,False,switched to Claude,False,0,0,1,15,0,106,15
x,2040479725706162310,sharaff,sharaff,"@ashen_one https://t.co/nltIBdv19D still have claude but switched to the previous fallback, minimax to primary. Impressive so far. Gave a huge task and waiting after it finishes cooking.",Sat Apr 04 17:20:51 +0000 2026,https://x.com/i/status/2040479725706162310,False,switched to Claude,False,1,0,0,294,0,7967,294
x,2040478434929844721,manzombie_eth,manzombie,"@Ariastra @punk9059 absolutely, i panicked every time my bot switched to openAI logic and communication style.  staying with claude for openclaw for that reason.",Sat Apr 04 17:15:43 +0000 2026,https://x.com/i/status/2040478434929844721,False,switched to Claude,False,0,0,0,11,0,1507,11
x,2040477629971599420,OlleDyberg,Olle,"@theo @marklynchdev I tried GPT 5.4 for around 2 days and I switched back just because of this. Not enough people talk about how great Claude is to talk to, and how easily readable its replies are. I don’t think any other model beats Claude at this.",Sat Apr 04 17:12:31 +0000 2026,https://x.com/i/status/2040477629971599420,False,switched to Claude,False,0,0,0,9,0,14,9
x,2040473763859296520,AdrienneRoyer,Adrienne,"@brothernelson I used GPT for about 2 years and then switched to Claude. I find the UX easier because you can organize by project instead of scrolling through chats.   I use it for organizing thoughts, strategic plans,  content planning, research, and some writing. It’s very helpful in taking a",Sat Apr 04 16:57:10 +0000 2026,https://x.com/i/status/2040473763859296520,False,switched to Claude,False,1,0,1,34,1,3238,34
x,2040470829662961735,danserikson,Dan Serikson,"I tried everything. Switched to every AI provider. Paid for every subscription, up to the most expensive tiers. Claude, ChatGPT, Gemini. But here’s the thing — I didn’t need general advice. I needed advice that accounts for my equity stakes, my board commitments, my kids’",Sat Apr 04 16:45:30 +0000 2026,https://x.com/i/status/2040470829662961735,False,switched to Claude,False,0,0,1,15,0,38,15
x,2040469724753010841,JShaffir32914,Jen/na,Baby daddy switched to Claude because *valid reasons*,Sat Apr 04 16:41:07 +0000 2026,https://x.com/i/status/2040469724753010841,False,switched to Claude,False,0,0,0,18,0,571,18
x,2040469030612467995,LocalsOnlyAI,localsonly,"@krispuckett @openclaw @claudeai I switched to Codex a few weeks ago because I knew this was eventually coming. It’s really good, but you have to manage it more than Claude. Less “set it and forget it,” more active steering. Solid option if you can live with the personality shift.",Sat Apr 04 16:38:21 +0000 2026,https://x.com/i/status/2040469030612467995,False,switched to Claude,False,0,0,0,96,0,3,96
x,2040467024665604402,ericclemmons,Eric Clemmons 🍊☁️,Forgot I installed this!  Switched to plan mode to figure out &lt;redacted&gt; and it’s such a better collaborative UX for writing docs.  Love it.,Sat Apr 04 16:30:23 +0000 2026,https://x.com/i/status/2040467024665604402,False,switched to Claude,False,1,0,0,267,0,5499,267
x,2040464129484358122,ziwenxu_,Ziwen,@WawaXRP @RG_Letsgo I already switched to Codex. This is why I queued a video that can remove Claude max completely.,Sat Apr 04 16:18:53 +0000 2026,https://x.com/i/status/2040464129484358122,False,switched to Claude,False,2,0,1,10,0,8806,10
x,2040461830095548753,emiluzelac,Emil Uzelac,"I switched from @Claude to @OpenAI Codex to see how it would perform. I didn’t cherrypick results, and I gave Codex a fair challenge during the project.  Codex was great at building user interfaces. It definitely did a better job than Claude. In general, it is so much better than",Sat Apr 04 16:09:44 +0000 2026,https://x.com/i/status/2040461830095548753,False,switched to Claude,False,0,0,0,34,0,4651,34
x,2040456938652065911,ziwenxu_,Ziwen,"@fmdz387 This is what I saw on the OpenClaw Docs.   However switch, bro. Be honest, I already switched it. I made a video on how to delete the claude max and switch to either GPT and mini max. 🤣",Sat Apr 04 15:50:18 +0000 2026,https://x.com/i/status/2040456938652065911,False,switched to Claude,False,1,0,1,55,0,8806,55
x,2040449531259810295,0xsamuel201,samuΞl,just switched to GLM GLM models + Claude Code = 🤌,Sat Apr 04 15:20:52 +0000 2026,https://x.com/i/status/2040449531259810295,False,switched to Claude,False,0,0,0,27,0,35,27
x,2040449226841403619,lifeofmansoor,MANSOOR,@Salmaaboukarr No actually I used Z GLM at first (not the best in terms of personality) then switched to Kimi K2.5 (probably the closest to claude). Only used Claude when I had to build a few tools but now completely using Kimi.,Sat Apr 04 15:19:40 +0000 2026,https://x.com/i/status/2040449226841403619,False,switched to Claude,False,1,0,1,40,0,6879,40
x,2040445107933987100,VelocityLabsAI,Nicki Cross,Switched to Claude but still getting mid outputs?  Your ChatGPT prompts don't work for Claude.  50 copy-paste prompts built for how Claude actually thinks. First usable output tonight.  Free → https://t.co/sd76eA2xng,Sat Apr 04 15:03:18 +0000 2026,https://x.com/i/status/2040445107933987100,False,switched to Claude,False,0,0,0,7,0,5,7
x,2040444197891674544,sufyanmaan,"Sufyan Maan, M.Eng",@Parul_Gautam7 Claude helped a lot to improving our workflow since we switched,Sat Apr 04 14:59:41 +0000 2026,https://x.com/i/status/2040444197891674544,False,switched to Claude,False,0,0,0,25,0,26983,25
x,2040435796776239614,tomcocobrico,Jeffrey 杰弗瑞,"I also switched to use haiku on medium effort for everything. It produces way more lines of code per day, which we all know is the real performance indicator in modern teams",Sat Apr 04 14:26:18 +0000 2026,https://x.com/i/status/2040435796776239614,False,switched to Claude,False,2,0,1,41,0,418,41
x,2040430809958465740,0xz80,z80.wei 👌☀️👌,this isn’t even a paid post (but pls someone sponsor me I need tokens)  I switched over all of my assistants to use GLM 5 Turbo weeks ago and it is so good  goodbye slopus,Sat Apr 04 14:06:29 +0000 2026,https://x.com/i/status/2040430809958465740,False,switched to Claude,False,6,0,1,470,1,8265,470
x,2040430188157182444,phillip81667094,imo.trader,"@Amank1412 Switched from OpenAI to anthropic and the ease of use has definitely changed for the worse, however I need to give Claude a chance at building a trading program.",Sat Apr 04 14:04:00 +0000 2026,https://x.com/i/status/2040430188157182444,False,switched to Claude,False,0,0,0,13,0,23,13
x,2040429701400010886,k_1_m_a,kima✌🏼,"@mpereira @bcherny I think if ACP used oauth from your sub and not an API access key, it does not work. Switched to codex now, works great. You can get a refund for the current month automatically via the support chatbot in the claude portal.",Sat Apr 04 14:02:04 +0000 2026,https://x.com/i/status/2040429701400010886,False,switched to Claude,False,0,0,0,18,0,3,18
x,2040427782102991271,OkTaY_AtalaY,Oktay,"Phase 3: Gemini API does final evaluation — scores, categories, written reasons — with images attached. The gemini CLI had no image attachment flag. Claude switched to the Python SDK mid-build without being asked. These are the things they don't put in the docs.",Sat Apr 04 13:54:27 +0000 2026,https://x.com/i/status/2040427782102991271,False,switched to Claude,False,0,0,1,22,0,170,22
x,2040426697015648738,rhizanthemum,rhiza,"@Hesamation Actually, most of my holy shits have been via Bedrock. Just recently switched to Enterprise. Maybe Bedrock has unnerfed Claude as well?  This could also just be confirmation bias.",Sat Apr 04 13:50:08 +0000 2026,https://x.com/i/status/2040426697015648738,False,switched to Claude,False,0,0,0,10,0,1152,10
x,2040425115389764068,sufyanmaan,"Sufyan Maan, M.Eng",@darshal_ Work flow has been increased since we switched to Claude.,Sat Apr 04 13:43:51 +0000 2026,https://x.com/i/status/2040425115389764068,False,switched to Claude,False,0,0,0,51,0,26983,51
x,2040422240399839418,amjaworsky,Adam Jaworski,"@petergyang I used it only for flight search with https://t.co/ESE1W3xkeG But there is some personality, I had issues with it reasoning and working with tools + files so I switched to Claude Haiku. https://t.co/CqnpbXyFeB",Sat Apr 04 13:32:25 +0000 2026,https://x.com/i/status/2040422240399839418,False,switched to Claude,True,1,0,0,309,0,70,309
x,2040420131029831912,petruspennanen,Petrus Pennanen,"@MaziyarPanahi @ivanfioravanti @OfficialLoganK @artman Yeah I'm glad to report thay even antigravity got bug fixes for its memory leaks, and I switched back to it from Gemini CLI.  For me, Claude code IDE 1M context is currently the best and Antig with gemini 3.1 second somewhat ahead of Codex who seemed to get dumber for teamwork",Sat Apr 04 13:24:03 +0000 2026,https://x.com/i/status/2040420131029831912,False,switched to Claude,False,2,0,2,83,0,6010,83
x,2040414264544956645,Cody_AIVengers,AIVengers,Anthropic cut Claude subscriptions from OpenClaw today.  We switched to API key mode 3 weeks ago.  Your key. Your machine. Zero cloud dependency.  OpenClaw doesn't care who changes their billing policy. ⚡,Sat Apr 04 13:00:44 +0000 2026,https://x.com/i/status/2040414264544956645,False,switched to Claude,False,0,0,0,15,0,9,15
x,2040409380152103075,DesiCodqs,DesiCodes,@krishdotdev Claude switched from coding help to life supervision https://t.co/mm97SWsJiZ,Sat Apr 04 12:41:19 +0000 2026,https://x.com/i/status/2040409380152103075,False,switched to Claude,True,4,0,1,78,0,972,78
x,2040407751260615089,ecomclaw,EcomClaw,"🚨 Anthropic just blocked Claude subscriptions from working OpenClaw.  We saw it coming and already had a fix built and ready to go.  Everyone is being switched over today, nothing to do on your end.  All users will get the details via email, Slack and Discord  👀 btw, our V2",Sat Apr 04 12:34:51 +0000 2026,https://x.com/i/status/2040407751260615089,False,switched to Claude,False,0,0,0,95,0,645,95
x,2040402838874947638,mykcryptodev,myk.eth,the ai team at @baseapp switched us to “grug brain” mode on April fools day and I got a real kick out of it,Sat Apr 04 12:15:20 +0000 2026,https://x.com/i/status/2040402838874947638,False,switched to Claude,False,5,0,0,377,0,4646,377
x,2040400938062504269,Niyxuis,nyx 👻,"I ran Claude, Codex, Gemini and OpenCode at the same time. No crashes, no conflicts between agents. That part works.  Two problems though: 1. The terminal is really slow when it spawns. I actually switched to Ghostty a few times because it was frustrating me. 2. Some",Sat Apr 04 12:07:47 +0000 2026,https://x.com/i/status/2040400938062504269,False,switched to Claude,False,0,0,1,39,0,211,39
x,2040394860075659357,honnorbjj,me,@michael_chomsky I switched to OpenAI’s api last week.  My agents work but it’s 20% different in the way they work. OpenAI’s api is pay as you go and honestly fair priced.  If Claude is similarly priced I’d pay 400 a month for opus 4.6 any day of the week. Take my money.,Sat Apr 04 11:43:38 +0000 2026,https://x.com/i/status/2040394860075659357,False,switched to Claude,False,0,0,1,86,0,151,86
x,2040392377060221284,andyhtran_,Andy Tran,"@phuctm97 Brutal, I did the same but switched it to $20 plan instead  How are you finding codex so far though?   TBH the ergonomics feel much better with Opus but might just be because of how much time I've spent with Claude Code",Sat Apr 04 11:33:46 +0000 2026,https://x.com/i/status/2040392377060221284,False,switched to Claude,False,0,0,0,583,0,43,583
x,2040376054880378906,ram_sutraye,AI enthusiast⚡️,"Claude's new usage limits killed my daily coding sessions, I was hitting the cap by afternoon.    Switched to Codex yesterday and completed 3x more tasks with zero interruptions. The context handling feels smoother for long debugging threads.    What's the biggest limit that's https://t.co/4mWd4GAaBo",Sat Apr 04 10:28:54 +0000 2026,https://x.com/i/status/2040376054880378906,False,switched to Claude,True,1,0,1,63,0,436,63
x,2040375179553992980,ScottTaylor,Scott,"@Shpigford @davetist i switched to gpt + hermes, and imo works better than my old claude + claw setup",Sat Apr 04 10:25:25 +0000 2026,https://x.com/i/status/2040375179553992980,False,switched to Claude,False,0,0,1,28,0,6515,28
x,2040371920546255197,jacques_van_wyk,Jacques van Wyk,@SabatinoMasala I have switched from claude to codex na happy with it claude just to many dramas,Sat Apr 04 10:12:28 +0000 2026,https://x.com/i/status/2040371920546255197,False,switched to Claude,False,1,0,0,27,0,317,27
x,2040371454009803008,FabianXR_Builds,FabianXR | Builder of the future,@jwsaml Since they adjusted their usage (Claude) its kindof ripped. Switched to codex as my main driver anyway,Sat Apr 04 10:10:37 +0000 2026,https://x.com/i/status/2040371454009803008,False,switched to Claude,False,1,0,1,82,0,1044,82
